107,70,B,7490,126909,,,,,,125,11,A,1375
109,37,B,4033,130942,,,,,,125,61,A,7625
110,52,B,5720,136662,,,,,,126,26,A,3276
115,52,B,5980,142642,,,,,,128,59,A,7552
115,46,B,5290,147932,,,,,,130,52,A,6760
118,17,B,2006,149938,,,,,,131,56,A,7336
119,43,B,5117,155055,,,,,,131,40,A,5240
122,41,B,5002,160057,,,,,,131,29,A,3799
122,17,B,2074,162131,,,,,,135,43,A,5805
132,10,B,1320,163451,,,,,,135,69,A,9315
133,60,B,7980,171431,,,,,,136,25,A,3400
135,28,B,3780,175211,,,,,,136,23,A,3128
142,43,B,6106,181317,,,,,,137,67,A,9179
142,61,B,8662,189979,,,,,,139,18,A,2502
143,70,B,10010,199989,,,,,,139,42,A,5838
146,19,B,2774,202763,,,,,,139,57,A,7923
150,24,B,3600,206363,,,,,,146,31,A,4526
152,13,B,1976,208339,,,,,,149,31,A,4619
154,66,B,10164,218503,,,,,,150,59,A,8850
154,55,B,8470,226973,,,,,,151,54,A,8154
157,32,B,5024,231997,,,,,,152,17,A,2584
159,24,B,3816,235813,,,,,,153,69,A,10557
162,36,B,5832,241645,,,,,,154,21,A,3234
163,13,B,2119,243764,,,,,,154,68,A,10472
164,54,B,8856,252620,,,,,,157,43,A,6751
167,35,B,5845,258465,,,,,,157,57,A,8949
167,38,B,6346,264811,,,,,,157,11,A,1727
168,30,B,5040,269851,,,,,,165,45,A,7425
169,57,B,9633,279484,,,,,,165,43,A,7095
173,12,B,2076,281560,,,,,,165,28,A,4620
177,51,B,9027,290587,,,,,,166,66,A,10956
177,11,B,1947,292534,,,,,,166,65,A,10790
181,15,B,2715,295249,,,,,,168,42,A,7056
182,32,B,5824,301073,,,,,,171,48,A,8208
184,20,B,3680,304753,,,,,,172,52,A,8944
189,55,B,10395,315148,,,,,,173,41,A,7093
192,15,B,2880,318028,,,,,,175,37,A,6475
198,27,B,5346,323374,,,,,,185,31,A,5735
199,63,B,12537,335911,,,,,,187,54,A,10098
200,17,B,3400,339311,,,,,,188,44,A,8272
202,46,B,9292,348603,,,,,,190,44,A,8360
205,12,B,2460,351063,,,,,,190,19,A,3610
207,46,B,9522,360585,,,,,,191,17,A,3247
209,60,B,12540,373125,,,,,,191,37,A,7067
212,41,B,8692,381817,,,,,,195,47,A,9165
213,69,B,14697,396514,,,,,,195,39,A,7605
218,19,B,4142,400656,,,,,,197,16,A,3152
219,47,B,10293,410949,,,,,,198,43,A,8514
219,50,B,10950,421899,,,,,,202,40,A,8080
228,55,B,12540,434439,,,,,,204,11,A,2244
233,18,B,4194,438633,,,,,,206,11,A,2266
234,29,B,6786,445419,,,,,,208,52,A,10816
235,21,B,4935,450354,,,,,,209,44,A,9196
235,34,B,7990,458344,,,,,,210,60,A,12600
238,48,B,11424,469768,,,,,,210,65,A,13650
239,70,B,16730,486498,,,,,,216,15,A,3240
246,38,B,9348,495846,,,,,,217,22,A,4774
247,69,B,17043,512889,,,,,,218,50,A,10900
250,70,B,17500,530389,,,,,,218,44,A,9592
251,40,B,10040,540429,,,,,,220,39,A,8580
252,64,B,16128,556557,,,,,,224,47,A,10528
252,45,B,11340,567897,,,,,,225,35,A,7875
255,47,B,11985,579882,,,,,,225,22,A,4950
255,34,B,8670,588552,,,,,,229,19,A,4351
256,57,B,14592,603144,,,,,,229,28,A,6412
256,16,B,4096,607240,,,,,,230,42,A,9660
256,34,B,8704,615944,,,,,,231,42,A,9702
257,44,B,11308,627252,,,,,,232,13,A,3016
263,60,B,15780,643032,,,,,,233,16,A,3728
264,33,B,8712,651744,,,,,,235,50,A,11750
265,58,B,15370,667114,,,,,,235,54,A,12690
266,29,B,7714,674828,,,,,,236,30,A,7080
267,11,B,2937,677765,,,,,,238,17,A,4046
267,29,B,7743,685508,,,,,,239,18,A,4302
268,50,B,13400,698908,,,,,,243,46,A,11178
270,55,B,14850,713758,,,,,,246,31,A,7626
274,22,B,6028,719786,,,,,,251,55,A,13805
274,68,B,18632,738418,,,,,,252,63,A,15876
276,28,B,7728,746146,,,,,,254,63,A,16002
276,61,B,16836,762982,,,,,,255,47,A,11985
277,49,B,13573,776555,,,,,,255,25,A,6375
278,17,B,4726,781281,,,,,,257,59,A,15163
281,28,B,7868,789149,,,,,,257,11,A,2827
282,21,B,5922,795071,,,,,,264,27,A,7128
282,57,B,16074,811145,,,,,,265,25,A,6625
283,24,B,6792,817937,,,,,,265,65,A,17225
283,10,B,2830,820767,,,,,,265,42,A,11130
284,23,B,6532,827299,,,,,,266,16,A,4256
294,13,B,3822,831121,,,,,,267,69,A,18423
294,15,B,4410,835531,,,,,,269,59,A,15871
297,64,B,19008,854539,,,,,,270,46,A,12420
297,36,B,10692,865231,,,,,,273,55,A,15015
307,22,B,6754,871985,,,,,,274,13,A,3562
308,16,B,4928,876913,,,,,,274,16,A,4384
308,53,B,16324,893237,,,,,,276,23,A,6348
309,43,B,13287,906524,,,,,,278,56,A,15568
311,26,B,8086,914610,,,,,,278,44,A,12232
311,68,B,21148,935758,,,,,,280,27,A,7560
312,48,B,14976,950734,,,,,,280,66,A,18480
315,54,B,17010,967744,,,,,,281,41,A,11521
315,56,B,17640,985384,,,,,,281,47,A,13207
317,43,B,13631,999015,,,,,,282,14,A,3948
318,54,B,17172,1016187,,,,,,284,35,A,9940
321,56,B,17976,1034163,,,,,,284,21,A,5964
322,31,B,9982,1044145,,,,,,286,19,A,5434
323,49,B,15827,1059972,,,,,,288,59,A,16992
324,50,B,16200,1076172,,,,,,288,15,A,4320
324,65,B,21060,1097232,,,,,,288,55,A,15840
325,48,B,15600,1112832,,,,,,291,51,A,14841
326,50,B,16300,1129132,,,,,,292,15,A,4380
332,20,B,6640,1135772,,,,,,294,67,A,19698
332,13,B,4316,1140088,,,,,,294,70,A,20580
337,68,B,22916,1163004,,,,,,297,60,A,17820
346,61,B,21106,1184110,,,,,,301,44,A,13244
346,31,B,10726,1194836,,,,,,302,47,A,14194
347,36,B,12492,1207328,,,,,,302,14,A,4228
349,32,B,11168,1218496,,,,,,303,52,A,15756
350,57,B,19950,1238446,,,,,,305,32,A,9760
350,26,B,9100,1247546,,,,,,307,59,A,18113
351,45,B,15795,1263341,,,,,,308,19,A,5852
358,35,B,12530,1275871,,,,,,309,10,A,3090
360,54,B,19440,1295311,,,,,,316,29,A,9164
360,17,B,6120,1301431,,,,,,319,42,A,13398
362,48,B,17376,1318807,,,,,,319,57,A,18183
362,34,B,12308,1331115,,,,,,320,59,A,18880
363,33,B,11979,1343094,,,,,,321,67,A,21507
369,65,B,23985,1367079,,,,,,322,17,A,5474
372,21,B,7812,1374891,,,,,,322,52,A,16744
374,69,B,25806,1400697,,,,,,323,54,A,17442
376,51,B,19176,1419873,,,,,,324,61,A,19764
378,42,B,15876,1435749,,,,,,324,50,A,16200
378,65,B,24570,1460319,,,,,,327,16,A,5232
379,66,B,25014,1485333,,,,,,333,69,A,22977
382,51,B,19482,1504815,,,,,,335,21,A,7035
382,23,B,8786,1513601,,,,,,336,32,A,10752
385,25,B,9625,1523226,,,,,,340,51,A,17340
388,21,B,8148,1531374,,,,,,340,50,A,17000
391,33,B,12903,1544277,,,,,,340,45,A,15300
393,69,B,27117,1571394,,,,,,341,33,A,11253
393,57,B,22401,1593795,,,,,,342,53,A,18126
394,31,B,12214,1606009,,,,,,344,52,A,17888
394,43,B,16942,1622951,,,,,,345,50,A,17250
398,49,B,19502,1642453,,,,,,347,19,A,6593
399,29,B,11571,1654024,,,,,,348,26,A,9048
399,59,B,23541,1677565,,,,,,349,46,A,16054
401,52,B,20852,1698417,,,,,,349,31,A,10819
403,63,B,25389,1723806,,,,,,350,31,A,10850
403,25,B,10075,1733881,,,,,,357,64,A,22848
405,36,B,14580,1748461,,,,,,357,11,A,3927
407,62,B,25234,1773695,,,,,,357,39,A,13923
408,10,B,4080,1777775,,,,,,358,35,A,12530
409,59,B,24131,1801906,,,,,,360,38,A,13680
409,56,B,22904,1824810,,,,,,363,45,A,16335
411,31,B,12741,1837551,,,,,,363,65,A,23595
414,43,B,17802,1855353,,,,,,367,38,A,13946
416,41,B,17056,1872409,,,,,,368,59,A,21712
419,12,B,5028,1877437,,,,,,368,63,A,23184
420,39,B,16380,1893817,,,,,,368,17,A,6256
426,46,B,19596,1913413,,,,,,368,64,A,23552
428,23,B,9844,1923257,,,,,,370,52,A,19240
428,53,B,22684,1945941,,,,,,371,43,A,15953
430,34,B,14620,1960561,,,,,,372,62,A,23064
432,41,B,17712,1978273,,,,,,375,10,A,3750
433,40,B,17320,1995593,,,,,,375,14,A,5250
437,67,B,29279,2024872,,,,,,378,16,A,6048
438,25,B,10950,2035822,,,,,,382,59,A,22538
441,62,B,27342,2063164,,,,,,386,21,A,8106
443,25,B,11075,2074239,,,,,,387,42,A,16254
446,36,B,16056,2090295,,,,,,389,57,A,22173
448,21,B,9408,2099703,,,,,,391,13,A,5083
449,28,B,12572,2112275,,,,,,394,66,A,26004
451,63,B,28413,2140688,,,,,,398,60,A,23880
452,34,B,15368,2156056,,,,,,398,25,A,9950
453,10,B,4530,2160586,,,,,,401,61,A,24461
454,14,B,6356,2166942,,,,,,402,20,A,8040
456,69,B,31464,2198406,,,,,,406,10,A,4060
457,40,B,18280,2216686,,,,,,407,64,A,26048
457,32,B,14624,2231310,,,,,,408,15,A,6120
460,19,B,8740,2240050,,,,,,410,22,A,9020
463,43,B,19909,2259959,,,,,,412,27,A,11124
463,37,B,17131,2277090,,,,,,416,11,A,4576
464,18,B,8352,2285442,,,,,,417,68,A,28356
465,69,B,32085,2317527,,,,,,417,10,A,4170
466,45,B,20970,2338497,,,,,,418,23,A,9614
466,16,B,7456,2345953,,,,,,419,64,A,26816
467,59,B,27553,2373506,,,,,,422,44,A,18568
468,52,B,24336,2397842,,,,,,424,62,A,26288
469,17,B,7973,2405815,,,,,,424,58,A,24592
470,43,B,20210,2426025,,,,,,425,68,A,28900
471,62,B,29202,2455227,,,,,,426,65,A,27690
475,36,B,17100,2472327,,,,,,427,61,A,26047
476,40,B,19040,2491367,,,,,,428,53,A,22684
480,42,B,20160,2511527,,,,,,430,13,A,5590
485,27,B,13095,2524622,,,,,,431,26,A,11206
486,20,B,9720,2534342,,,,,,431,59,A,25429
490,32,B,15680,2550022,,,,,,433,35,A,15155
496,18,B,8928,2558950,,,,,,434,32,A,13888
497,32,B,15904,2574854,,,,,,435,40,A,17400
,,,,,,,,,,435,18,A,7830
,,,,,,,,,,436,29,A,12644
,,,,,,,,,,439,47,A,20633
,,,,,,,,,,442,67,A,29614
,,,,,,,,,,444,38,A,16872
,,,,,,,,,,447,21,A,9387
,,,,,,,,,,450,35,A,15750
,,,,,,,,,,454,61,A,27694
,,,,,,,,,,454,39,A,17706
,,,,,,,,,,455,33,A,15015
,,,,,,,,,,461,61,A,28121
,,,,,,,,,,463,20,A,9260
,,,,,,,,,,464,31,A,14384
,,,,,,,,,,469,29,A,13601
,,,,,,,,,,472,66,A,31152
,,,,,,,,,,473,35,A,16555
,,,,,,,,,,477,56,A,26712
,,,,,,,,,,482,58,A,27956
,,,,,,,,,,483,59,A,28497
,,,,,,,,,,483,45,A,21735
,,,,,,,,,,484,45,A,21780
,,,,,,,,,,486,12,A,5832
,,,,,,,,,,488,21,A,10248
,,,,,,,,,,490,53,A,25970
,,,,,,,,,,491,31,A,15221
,,,,,,,,,,495,45,A,22275
